riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
chr5:172665106-T	9E-12	-	0.8685	-	"0.1767 unit decrease"	[0.13-0.23]	-	"Paroxysmal supraventricular tachycardia (PheCode 427.11)"	"Paroxysmal supraventricular tachycardia"	-	GCST90475964	-	39024449	"Verma A"
rs192704764-G	3E-12	-	0.9996	-	"2.843 unit decrease"	[2.81-2.88]	PRICKLE2	"Ventricular fibrillation and flutter (PheCode 427.41)"	"ventricular fibrillation"	-	GCST90480172	3:64137291	39024449	"Verma A"
rs551567250-G	2E-11	-	0.9997	-	"2.797 unit decrease"	[2.76-2.83]	SLC27A6	"Ventricular fibrillation and flutter (PheCode 427.41)"	"ventricular fibrillation"	-	GCST90480172	5:128769005	39024449	"Verma A"
rs574135150-C	3E-12	-	0.9997	-	"2.894 unit decrease"	[2.86-2.92]	ATP11A	"Ventricular fibrillation and flutter (PheCode 427.41)"	"ventricular fibrillation"	-	GCST90480172	13:112765860	39024449	"Verma A"
rs139101475-G	4E-11	-	0.9997	-	"2.662 unit decrease"	[2.62-2.7]	DNMT3L	"Ventricular fibrillation and flutter (PheCode 427.41)"	"ventricular fibrillation"	-	GCST90480172	21:44253971	39024449	"Verma A"
rs554564741-C	6E-12	-	0.9991	-	"2.404 unit decrease"	[2.36-2.45]	ZNF618,RGS3	"Primary pulmonary hypertension (PheCode 415.21)"	"primary pulmonary hypertension"	-	GCST90480139	9:113625229	39024449	"Verma A"
rs17212014-?	1E-41	-	NR	-	"2.0 unit increase"	NR	MTCO3P1,HLA-DQB1	"Eosinophilic granulomatosis with polyangiitis (MPO-ANCA positive)"	"Churg-Strauss syndrome"	-	GCST009248	6:32669695	31719529	"Lyons PA"
rs78478398-?	1E-8	-	NR	-	"1.62 unit increase"	NR	RNU7-106P,RPL7P38	"Eosinophilic granulomatosis with polyangiitis (MPO-ANCA positive)"	"Churg-Strauss syndrome"	-	GCST009248	12:80034750	31719529	"Lyons PA"
rs72689399-?	7E-10	-	NR	-	"1.78 unit increase"	NR	GPA33	"Eosinophilic granulomatosis with polyangiitis (ANCA negative)"	"Churg-Strauss syndrome"	-	GCST009249	1:167068884	31719529	"Lyons PA"
rs6931740-?	3E-9	-	NR	-	"0.55 unit increase"	NR	HLA-DQB1,MTCO3P1	"Eosinophilic granulomatosis with polyangiitis (ANCA negative)"	"Churg-Strauss syndrome"	-	GCST009249	6:32679692	31719529	"Lyons PA"
rs72946301-?	9E-11	-	NR	-	"0.59 unit increase"	NR	"ACOXL-AS1,ACOXL,MIR4435-2HG"	"Eosinophilic granulomatosis with polyangiitis"	"Churg-Strauss syndrome"	-	GCST009250	2:111104261	31719529	"Lyons PA"
rs1837253-?	5E-11	-	NR	-	"0.42 unit increase"	NR	TSLP,BCLAF1P1	"Eosinophilic granulomatosis with polyangiitis"	"Churg-Strauss syndrome"	-	GCST009250	5:111066174	31719529	"Lyons PA"
rs9274704-?	1E-20	-	NR	-	"0.7 unit increase"	NR	HLA-DQB1,MTCO3P1	"Eosinophilic granulomatosis with polyangiitis"	"Churg-Strauss syndrome"	-	GCST009250	6:32669436	31719529	"Lyons PA"
rs34574566-?	3E-8	-	NR	-	"0.36 unit decrease"	NR	LINC02676,LINC00709	"Eosinophilic granulomatosis with polyangiitis"	"Churg-Strauss syndrome"	-	GCST009250	10:9000782	31719529	"Lyons PA"
rs7689774-T	2E-15	-	0.205	1.21	-	[1.15-1.26]	PITX2,LINC01438	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	4:110782354	36282123	"Thorolfsdottir RB"
rs11554495-A	9E-14	-	0.0105	1.62	-	[1.43-1.84]	KRT8	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	12:52904798	36282123	"Thorolfsdottir RB"
rs12932445-C	8E-10	-	0.171	1.16	-	[1.11-1.21]	ZFHX3	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	16:73035989	36282123	"Thorolfsdottir RB"
rs35813871-A	6E-9	-	0.235	1.13	-	[1.09-1.18]	TTN	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	2:178785681	36282123	"Thorolfsdottir RB"
rs34883828-A	1E-7	-	0.138	1.15	-	[1.09-1.21]	CCDC141	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	2:178905448	36282123	"Thorolfsdottir RB"
rs6795970-A	3E-8	-	0.392	1.12	-	[1.07-1.16]	SCN10A	"Sick sinus syndrome"	"sick sinus syndrome"	-	GCST90225551	3:38725184	36282123	"Thorolfsdottir RB"
rs3922844-T	1E-11	-	0.3675	-	"0.07434 unit increase"	[0.051-0.097]	SCN5A	"Paroxysmal tachycardia, unspecified (PheCode 427.1)"	"paroxysmal tachycardia"	-	GCST90480167	3:38582762	39024449	"Verma A"
rs3807989-A	2E-13	-	0.4556	-	"0.07869 unit decrease"	[0.059-0.098]	CAV1	"Paroxysmal tachycardia, unspecified (PheCode 427.1)"	"paroxysmal tachycardia"	-	GCST90480167	7:116546187	39024449	"Verma A"
rs371321364-A	2E-11	-	0.9997	-	"2.786 unit decrease"	[2.75-2.82]	ROBO1	"Cardiac shunt/ heart septal defect (PheCode 747.11)"	"atrial heart septal defect"	-	GCST90480555	3:79426971	39024449	"Verma A"
rs537462848-C	7E-16	-	0.9996	-	"3.204 unit decrease"	[3.18-3.23]	HSPBAP1,PARP14	"Cardiac shunt/ heart septal defect (PheCode 747.11)"	"atrial heart septal defect"	-	GCST90480555	3:122736164	39024449	"Verma A"
rs146656031-C	1E-11	-	0.9994	-	"3.94 unit decrease"	[3.93-3.95]	DYNAPP1,CUPIN1P	"Cardiac shunt/ heart septal defect (PheCode 747.11)"	"atrial heart septal defect"	-	GCST90480555	18:54511706	39024449	"Verma A"
rs562239572-A	1E-11	-	0.9993	-	"3.692 unit decrease"	[3.68-3.71]	LINC02864,NETO1-DT	"Cardiac shunt/ heart septal defect (PheCode 747.11)"	"atrial heart septal defect"	-	GCST90480555	18:73032133	39024449	"Verma A"
rs3787662-A	2E-6	-	NR	1.24	-	[1.13-1.35]	MAP3K7CL	"Ventricular ectopy"	"ventricular ectopy"	-	GCST005937	21:29151972	29618737	"Napier MD"
rs6766673-C	2E-6	-	NR	1.1363636	-	[1.08-1.2]	RNU6-557P,RNU2-64P	"Ventricular ectopy"	"ventricular ectopy"	-	GCST005937	3:73108137	29618737	"Napier MD"
rs1722426-C	2E-6	-	NR	1.2820514	-	[1.15-1.41]	LINC01866,CYRIA	"Ventricular ectopy"	"ventricular ectopy"	-	GCST005937	2:16726625	29618737	"Napier MD"
rs7545860-A	3E-6	(EA)	0.98	-	-	-	FAF1	"Ventricular ectopy"	"ventricular ectopy"	-	GCST005937	1:50875994	29618737	"Napier MD"
rs12740374-G	3E-17	-	0.775	-	"0.1099 unit increase"	[0.082-0.138]	CELSR2	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90480129	1:109274968	39024449	"Verma A"
rs9349379-A	2E-12	-	0.6648	-	"0.08145 unit decrease"	[0.061-0.102]	PHACTR1	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90480129	6:12903725	39024449	"Verma A"
rs10455872-A	6E-40	-	0.9449	-	"0.2753 unit decrease"	[0.24-0.31]	LPA	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90480129	6:160589086	39024449	"Verma A"
rs322-A	3E-11	-	0.7043	-	"0.07985 unit increase"	[0.055-0.105]	LPL	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90480129	8:19961706	39024449	"Verma A"
rs1333047-A	5E-46	-	0.4244	-	"0.1652 unit decrease"	[0.15-0.18]	CDKN2B-AS1	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90480129	9:22124505	39024449	"Verma A"
chr1:109817838-T	4E-18	-	0.2123	-	"0.1175 unit decrease"	[0.09-0.145]	-	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90475930	-	39024449	"Verma A"
chr8:19870044-G	3E-12	-	0.7359	-	"0.09032 unit increase"	[0.064-0.116]	-	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90475930	-	39024449	"Verma A"
rs10455872-A	7E-45	-	0.9314	-	"0.2806 unit decrease"	[0.24-0.32]	LPA	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90475930	6:160589086	39024449	"Verma A"
rs4977575-C	4E-57	-	0.5044	-	"0.1758 unit decrease"	[0.15-0.2]	CDKN2B-AS1	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90475930	9:22124745	39024449	"Verma A"
rs9349379-A	1E-11	-	0.5984	-	"0.07423 unit decrease"	[0.052-0.097]	PHACTR1	"Unstable angina (intermediate coronary syndrome) (PheCode 411.1)"	"intermediate coronary syndrome"	-	GCST90475930	6:12903725	39024449	"Verma A"
rs544366796-G	4E-10	-	0.009746	-	"0.52 unit increase"	[0.36-0.68]	SLC22A3	"Myocardial infarction (PheCode 411.2)"	"acute myocardial infarction"	-	GCST90043954	6:160409518	34737426	"Jiang L"
rs147895362-C	2E-7	-	0.017831	-	"1.13563 unit decrease"	-	MIR1263,LINC01324	"Coronary vascular stenosis"	"coronary stenosis"	-	GCST90104134	3:164421765	35121771	"Choe EK"
rs76661209-A	9E-7	-	0.018202	-	"1.05836 unit decrease"	-	RNF182	"Coronary vascular stenosis"	"coronary stenosis"	-	GCST90104134	6:13971464	35121771	"Choe EK"
rs2270836-T	9E-7	-	0.291233	-	"0.346692 unit increase"	-	MT1M	"Coronary vascular stenosis"	"coronary stenosis"	-	GCST90104134	16:56633702	35121771	"Choe EK"
rs17005877-G	2E-7	-	NR	-	-	-	PPP1R12A-AS2	"Severe coronary stenosis"	"coronary stenosis"	-	GCST011566	12:79763772	33766035	"Wakim V"
rs9368648-T	3E-9	-	NR	-	-	-	NAPGP2,SFTA2	"Severe coronary stenosis"	"coronary stenosis"	-	GCST011566	6:30956152	33766035	"Wakim V"
rs56005624-T	3E-19	-	0.8675	-	"0.1481 unit decrease"	[0.12-0.18]	CCDC141	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90480159	2:178909907	39024449	"Verma A"
rs2970886-C	9E-24	-	0.7411	-	"0.1335 unit decrease"	[0.11-0.16]	PPARGC1A	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90480159	4:23808555	39024449	"Verma A"
rs11931679-G	4E-11	-	0.1154	-	"0.1682 unit increase"	[0.11-0.23]	UGT8,CIR1P2	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90480159	4:114685927	39024449	"Verma A"
rs683461-G	2E-15	-	0.4582	-	"0.09549 unit decrease"	[0.074-0.117]	SETBP1	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90480159	18:44873861	39024449	"Verma A"
chr4:23810189-C	1E-21	-	0.7468	-	"0.1361 unit decrease"	[0.11-0.16]	-	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90475956	-	39024449	"Verma A"
chr18:42419439-G	2E-13	-	0.654	-	"0.1018 unit increase"	[0.074-0.129]	-	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90475956	-	39024449	"Verma A"
rs34883828-C	1E-18	-	0.864	-	"0.1538 unit decrease"	[0.12-0.19]	CCDC141	"Bundle branch block (PheCode 426.3)"	"bundle branch block"	-	GCST90475956	2:178905448	39024449	"Verma A"
rs3922844-T	2E-7	-	NR	1.18	-	[1.11-1.26]	SCN5A	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	3:38582762	29618737	"Napier MD"
rs9471077-G	8E-7	-	NR	1.1764705	-	[1.1-1.25]	KIF6	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	6:39340966	29618737	"Napier MD"
rs9827945-C	9E-7	-	NR	1.21	-	[1.12-1.31]	SCN10A	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	3:38803890	29618737	"Napier MD"
rs12692501-A	1E-6	-	NR	1.2	-	[1.12-1.30]	TRIB2,LINC00276	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	2:13488323	29618737	"Napier MD"
rs2234247-G	1E-6	-	NR	1.5873016	-	[1.32-1.92]	TREML2,TREM2	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	6:41163990	29618737	"Napier MD"
rs8086068-C	3E-9	(African)	0.17	1.75	-	[1.46-2.11]	RNU6-857P,MIR302F	"Supraventricular ectopy"	"supraventricular ectopy"	-	GCST005936	18:30783657	29618737	"Napier MD"
rs56235244-C	4E-12	-	0.9996	-	"2.95 unit decrease"	[2.92-2.98]	U3,MTCO1P6	"Nonrheumatic tricuspid valve disorders (PheCode 395.3)"	"tricuspid valve disease"	-	GCST90480121	3:89673039	39024449	"Verma A"
rs541204244-T	8E-13	-	0.9994	-	"4.86 unit decrease"	[4.85-4.87]	EDN3,PIEZO1P1	"Nonrheumatic tricuspid valve disorders (PheCode 395.3)"	"tricuspid valve disease"	-	GCST90480121	20:59459877	39024449	"Verma A"
rs548748856-G	3E-15	-	0.9994	-	"4.106 unit decrease"	[4.1-4.12]	KIF26B	"Disease of tricuspid valve (PheCode 394.7)"	"tricuspid valve disease"	-	GCST90480119	1:245386795	39024449	"Verma A"
rs549323446-G	4E-12	-	0.9995	-	"3.122 unit decrease"	[3.1-3.15]	RN7SKP93,MGAT5	"Disease of tricuspid valve (PheCode 394.7)"	"tricuspid valve disease"	-	GCST90480119	2:133671178	39024449	"Verma A"
rs190780504-T	1E-11	-	0.9996	-	"3.506 unit decrease"	[3.49-3.53]	LINC01419,DPPA3P9	"Disease of tricuspid valve (PheCode 394.7)"	"tricuspid valve disease"	-	GCST90480119	8:83255323	39024449	"Verma A"
rs574023145-C	4E-13	-	0.9998	-	"4.274 unit decrease"	[4.26-4.28]	AEBP2	"Disease of tricuspid valve (PheCode 394.7)"	"tricuspid valve disease"	-	GCST90480119	12:19532015	39024449	"Verma A"
rs531457718-G	8E-13	-	0.9998	-	"3.594 unit decrease"	[3.58-3.61]	CTDP1-DT,LINC03101	"Disease of tricuspid valve (PheCode 394.7)"	"tricuspid valve disease"	-	GCST90480119	18:79631151	39024449	"Verma A"
rs561708165-A	2E-13	-	0.9984	-	"2.004 unit decrease"	[1.95-2.06]	TNFSF4	"Nonrheumatic tricuspid valve disorders (PheCode 395.3)"	"tricuspid valve disease"	-	GCST90480121	1:173409694	39024449	"Verma A"
rs565012329-G	1E-12	-	0.9997	-	"2.907 unit decrease"	[2.88-2.94]	SRD5A2	"Nonrheumatic tricuspid valve disorders (PheCode 395.3)"	"tricuspid valve disease"	-	GCST90480121	2:31569369	39024449	"Verma A"
rs77228759-G	2E-11	-	0.9997	-	"2.22 unit decrease"	[2.17-2.27]	CDS2,UBE2D3P1	"Supraventricular premature beats (PheCode 427.61)"	"supraventricular ectopy"	-	GCST90480176	20:5290804	39024449	"Verma A"
rs118075054-C	2E-11	-	0.9996	-	"3.054 unit decrease"	[3.03-3.08]	AAR2	"Supraventricular premature beats (PheCode 427.61)"	"supraventricular ectopy"	-	GCST90480176	20:36265893	39024449	"Verma A"
rs370632674-G	1E-11	-	0.9997	-	"3.369 unit decrease"	[3.35-3.39]	CELSR1	"Supraventricular premature beats (PheCode 427.61)"	"supraventricular ectopy"	-	GCST90480176	22:46515571	39024449	"Verma A"
rs879389093-G	2E-11	-	0.9993	-	"2.368 unit decrease"	[2.32-2.41]	LINC00898,LINC01644	"Other cardiac conduction disorders (PheCode 426.8)"	"heart conduction disease"	-	GCST90480160	22:47586023	39024449	"Verma A"
rs34883828-C	1E-14	-	0.868	-	"0.06324 unit decrease"	[0.048-0.078]	CCDC141	"Cardiac conduction disorders (PheCode 426)"	"heart conduction disease"	-	GCST90480164	2:178905448	39024449	"Verma A"
rs563587066-G	1E-11	-	0.9997	-	"3.546 unit decrease"	[3.53-3.56]	XIRP2	"Other cardiac conduction disorders (PheCode 426.8)"	"heart conduction disease"	-	GCST90480160	2:167113995	39024449	"Verma A"
rs186737131-C	2E-11	-	0.9997	-	"3.669 unit decrease"	[3.65-3.69]	MKX,LINC02680	"Other cardiac conduction disorders (PheCode 426.8)"	"heart conduction disease"	-	GCST90480160	10:27638983	39024449	"Verma A"
rs142013827-G	4E-11	-	0.9992	-	"2.39 unit decrease"	[2.34-2.44]	CEP83	"Other cardiac conduction disorders (PheCode 426.8)"	"heart conduction disease"	-	GCST90480160	12:94323419	39024449	"Verma A"
rs548629965-G	3E-11	-	0.9993	-	"2.452 unit decrease"	[2.41-2.5]	LINC03048	"Other cardiac conduction disorders (PheCode 426.8)"	"heart conduction disease"	-	GCST90480160	17:81378194	39024449	"Verma A"
rs868459830-A	2E-11	-	0.9997	-	"2.131 unit decrease"	[2.08-2.19]	TBC1D8	"Endocarditis (PheCode 420.3)"	endocarditis	-	GCST90480146	2:101032963	39024449	"Verma A"
rs190634360-C	2E-11	-	0.9932	-	"1.298 unit decrease"	[1.21-1.38]	RPL38P1,LINC02046	"Endocarditis (PheCode 420.3)"	endocarditis	-	GCST90480146	3:148450952	39024449	"Verma A"
rs558719169-C	1E-11	-	0.9992	-	"2.563 unit decrease"	[2.52-2.6]	EIF2AK1	"Endocarditis (PheCode 420.3)"	endocarditis	-	GCST90480146	7:6046501	39024449	"Verma A"
rs558188847-G	2E-12	-	0.9997	-	"2.504 unit decrease"	[2.46-2.54]	DUOXA1	"Endocarditis (PheCode 420.3)"	endocarditis	-	GCST90480146	15:45127234	39024449	"Verma A"
chr4:114444746-T	2E-13	-	0.745	-	"0.05044 unit decrease"	[0.037-0.064]	-	"Cardiac conduction disorders (PheCode 426)"	"heart conduction disease"	-	GCST90475952	-	39024449	"Verma A"
rs34883828-C	9E-14	-	0.8638	-	"0.06427 unit decrease"	[0.047-0.082]	CCDC141	"Cardiac conduction disorders (PheCode 426)"	"heart conduction disease"	-	GCST90475952	2:178905448	39024449	"Verma A"
rs945425-T	2E-17	-	0.3154	-	"0.07304 unit decrease"	[0.057-0.089]	CLCNKA	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	1:16021917	39024449	"Verma A"
rs3176326-G	7E-34	-	0.803	-	"0.1238 unit increase"	[0.1-0.15]	CDKN1A	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	6:36679512	39024449	"Verma A"
rs10455872-A	5E-16	-	0.9447	-	"0.135 unit decrease"	[0.11-0.16]	LPA	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	6:160589086	39024449	"Verma A"
rs3807132-T	1E-12	-	0.8639	-	"0.0813 unit increase"	[0.057-0.105]	CCDC136,FLNC	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	7:128829430	39024449	"Verma A"
rs4977575-C	2E-17	-	0.4223	-	"0.07343 unit decrease"	[0.058-0.089]	CDKN2B-AS1	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	9:22124745	39024449	"Verma A"
rs17617337-C	2E-14	-	0.8342	-	"0.08296 unit increase"	[0.06-0.106]	BAG3	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	10:119667372	39024449	"Verma A"
rs1421085-T	5E-16	-	0.6675	-	"0.06967 unit decrease"	[0.054-0.085]	FTO	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	16:53767042	39024449	"Verma A"
rs56968346-C	9E-13	-	0.7957	-	"0.07058 unit decrease"	[0.053-0.088]	MAP3K7CL	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90480182	21:29167844	39024449	"Verma A"
rs4977575-C	6E-19	-	0.5039	-	"0.07234 unit decrease"	[0.056-0.089]	CDKN2B-AS1	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	9:22124745	39024449	"Verma A"
chr1:16304398-G	4E-14	-	0.6796	-	"0.06576 unit increase"	[0.048-0.084]	-	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	-	39024449	"Verma A"
chr10:121422836-G	1E-18	-	0.7905	-	"0.08948 unit increase"	[0.069-0.11]	-	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	-	39024449	"Verma A"
chr21:30535302-C	9E-12	-	0.8498	-	"0.07669 unit decrease"	[0.054-0.1]	-	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	-	39024449	"Verma A"
rs10455872-A	9E-21	-	0.9311	-	"0.143 unit decrease"	[0.11-0.17]	LPA	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	6:160589086	39024449	"Verma A"
rs11642015-C	2E-18	-	0.5973	-	"0.07105 unit decrease"	[0.054-0.088]	FTO	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	16:53768582	39024449	"Verma A"
rs3176326-G	7E-34	-	0.7968	-	"0.1269 unit increase"	[0.11-0.15]	CDKN1A	"Heart failure with reduced EF [Systolic or combined heart failure] (PheCode 428.3)"	"systolic heart failure"	-	GCST90475983	6:36679512	39024449	"Verma A"
rs62325286-T	2E-8	-	0.227577	-	"0.991158 unit decrease"	-	NPY2R-AS1,RBM46	"Myocardial ischemia"	"Myocardial Ischemia"	-	GCST90104131	4:154922236	35121771	"Choe EK"
rs80167961-C	2E-8	-	0.103748	-	"1.14199 unit decrease"	-	OR4A15,OR4A16	"Myocardial ischemia"	"Myocardial Ischemia"	-	GCST90104131	11:55362245	35121771	"Choe EK"
rs7123579-T	2E-8	-	0.103548	-	"1.13684 unit decrease"	-	OR4C14P,OR4C15	"Myocardial ischemia"	"Myocardial Ischemia"	-	GCST90104131	11:55538948	35121771	"Choe EK"
rs140917642-C	3E-11	-	0.9998	-	"3.014 unit decrease"	[2.99-3.04]	ACTRT2,TTC34	"Other heart block (PheCode 426.25)"	"conduction system disorder"	-	GCST90480155	1:2917891	39024449	"Verma A"
rs547847532-G	3E-11	-	0.999	-	"1.784 unit decrease"	[1.72-1.85]	ANK1	"Other heart block (PheCode 426.25)"	"conduction system disorder"	-	GCST90480155	8:41786253	39024449	"Verma A"
rs7190256-?	3E-11	-	NR	-	-	-	ZFHX3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	16:72963084	27790247	"He L"
rs8082812-?	5E-67	-	NR	-	-	-	THEMIS3P,AKR1B1P6	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	18:8522684	27790247	"He L"
rs10401969-?	4E-11	-	NR	-	-	-	SUGP1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	19:19296909	27790247	"He L"
