riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs12976395-G	8E-12	-	0.495823	-	"0.0340898 unit increase"	[0.024-0.044]	APOC1P1,APOC4	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	19:44938650	36764567	"Davyson E"
rs2618566-G	2E-12	-	0.339817	-	"0.0344923 unit increase"	[0.025-0.044]	RNU6-192P,BANF2	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	20:17864040	36764567	"Davyson E"
rs2281298-A	7E-11	-	0.176756	-	"0.0396576 unit increase"	[0.028-0.052]	SAMM50	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	22:43995354	36764567	"Davyson E"
rs7578326-G	3E-10	-	0.340451	-	"0.031007 unit increase"	[0.021-0.041]	NYAP2,MIR5702	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	2:226155937	36764567	"Davyson E"
rs13358429-A	2E-12	-	0.340996	-	"0.0345471 unit increase"	[0.025-0.044]	HMGCR,ANKRD31	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	5:75322361	36764567	"Davyson E"
rs3129774-T	7E-14	-	0.441751	-	"0.0370589 unit decrease"	[0.027-0.047]	HLA-DQA1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	6:32636048	36764567	"Davyson E"
rs146534110-T	7E-10	-	0.0136547	-	"0.123412 unit increase"	[0.084-0.163]	SLC22A1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	6:160157037	36764567	"Davyson E"
rs117733303-G	4E-50	-	0.0184441	-	"0.257062 unit increase"	[0.22-0.29]	LPAL2	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	6:160501838	36764567	"Davyson E"
rs10455872-G	9E-141	-	0.0797432	-	"0.216304 unit increase"	[0.2-0.23]	LPA	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	6:160589086	36764567	"Davyson E"
rs73596816-A	2E-17	-	0.0334518	-	"0.109822 unit increase"	[0.084-0.135]	LPA	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	6:160596331	36764567	"Davyson E"
rs9769088-C	2E-13	-	0.390971	-	"0.0351382 unit decrease"	[0.026-0.045]	C7orf50,CYP2W1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	7:989949	36764567	"Davyson E"
rs3812316-G	2E-31	-	0.129007	-	"0.0805706 unit increase"	[0.067-0.094]	MLXIPL	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	7:73606007	36764567	"Davyson E"
rs325-C	1E-15	-	0.101001	-	"0.0615167 unit increase"	[0.046-0.077]	LPL	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	8:19961817	36764567	"Davyson E"
rs2519093-T	4E-45	-	0.184573	-	"0.0846791 unit increase"	[0.073-0.096]	ABO	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	9:133266456	36764567	"Davyson E"
rs10822163-G	8E-11	-	0.475396	-	"0.0302045 unit increase"	[0.021-0.039]	JMJD1C	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	10:63364338	36764567	"Davyson E"
rs174537-T	3E-14	-	0.342304	-	"0.0371136 unit decrease"	[0.028-0.047]	MYRF,TMEM258	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	11:61785208	36764567	"Davyson E"
rs964184-G	1E-28	-	0.132171	-	"0.0760474 unit decrease"	[0.063-0.089]	ZPR1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	11:116778201	36764567	"Davyson E"
rs7134638-A	2E-10	-	0.0922218	-	"0.0512299 unit increase"	[0.036-0.067]	TMEM116	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	12:111995607	36764567	"Davyson E"
rs28929474-T	7E-12	-	0.02025	-	"0.112967 unit increase"	[0.081-0.145]	SERPINA1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	14:94378610	36764567	"Davyson E"
rs261265-A	2E-11	-	0.453403	-	"0.0312334 unit increase"	[0.022-0.04]	ALDH1A2	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	15:58310101	36764567	"Davyson E"
rs1532085-A	1E-132	-	0.386012	-	"0.116471 unit increase"	[0.11-0.13]	ALDH1A2	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	15:58391167	36764567	"Davyson E"
rs1077835-G	5E-138	-	0.220248	-	"0.140097 unit increase"	[0.13-0.15]	ALDH1A2,LIPC	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	15:58431227	36764567	"Davyson E"
rs12446515-T	1E-200	-	0.323365	-	"0.150423 unit decrease"	[0.14-0.16]	HERPUD1,CETP	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	16:56953103	36764567	"Davyson E"
rs75911530-A	7E-15	-	0.032963	-	"0.106273 unit increase"	[0.079-0.133]	NLRC5	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	16:57015225	36764567	"Davyson E"
rs1801689-C	3E-30	-	0.0304514	-	"0.15432 unit increase"	[0.13-0.18]	APOH	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	17:66214462	36764567	"Davyson E"
rs77542162-G	7E-30	-	0.0225258	-	"0.177671 unit increase"	[0.15-0.21]	ABCA6	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	17:69085137	36764567	"Davyson E"
rs12151108-A	1E-44	-	0.118838	-	"0.100222 unit decrease"	[0.086-0.114]	SMARCA4,LDLR	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	19:11086585	36764567	"Davyson E"
rs1065853-T	1E-109	-	0.080178	-	"0.190448 unit decrease"	[0.17-0.21]	APOC1,APOE	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	19:44909976	36764567	"Davyson E"
rs11591147-T	9E-42	-	0.0173288	-	"0.240473 unit decrease"	[0.21-0.28]	PCSK9	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	1:55039974	36764567	"Davyson E"
rs602633-T	2E-21	-	0.216404	-	"0.0536217 unit decrease"	[0.043-0.065]	CELSR2,PSRC1	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	1:109278889	36764567	"Davyson E"
rs934197-A	7E-34	-	0.335793	-	"0.0595498 unit increase"	[0.05-0.069]	APOB,TDRD15	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	2:21044589	36764567	"Davyson E"
rs1260326-T	4E-29	-	0.395914	-	"0.0532038 unit decrease"	[0.044-0.063]	GCKR	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	2:27508073	36764567	"Davyson E"
rs4614977-G	3E-10	-	0.0606318	-	"0.0615361 unit decrease"	[0.042-0.081]	ABCG8	"Cholesterol to total lipids in large VLDL percentage (UKB data field 23590)"	"cholesterol to total lipids in large VLDL percentage "	-	GCST90269687	2:43859885	36764567	"Davyson E"
rs964184-G	4E-23	-	0.132171	-	"0.0693141 unit increase"	[0.056-0.083]	ZPR1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	11:116778201	36764567	"Davyson E"
rs4307732-A	2E-14	-	0.105573	-	"0.058864 unit increase"	[0.044-0.074]	ST3GAL4	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	11:126375060	36764567	"Davyson E"
rs12446515-T	2E-11	-	0.323364	-	"0.0341656 unit decrease"	[0.024-0.044]	HERPUD1,CETP	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	16:56953103	36764567	"Davyson E"
rs34042070-G	6E-16	-	0.186913	-	"0.0494379 unit increase"	[0.037-0.061]	HPR	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	16:72067626	36764567	"Davyson E"
rs55714927-T	3E-12	-	0.19047	-	"0.0422054 unit decrease"	[0.03-0.054]	ASGR1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	17:7176997	36764567	"Davyson E"
rs56325564-A	1E-11	-	0.482463	-	"0.0324122 unit increase"	[0.023-0.042]	KPNB1,TBKBP1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	17:47689405	36764567	"Davyson E"
rs77542162-G	1E-13	-	0.0225237	-	"0.118256 unit increase"	[0.087-0.15]	ABCA6	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	17:69085137	36764567	"Davyson E"
rs73013176-C	2E-11	-	0.0113018	-	"0.152599 unit decrease"	[0.11-0.2]	SMARCA4	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:11036850	36764567	"Davyson E"
rs12151108-A	7E-97	-	0.118827	-	"0.152586 unit decrease"	[0.14-0.17]	SMARCA4,LDLR	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:11086585	36764567	"Davyson E"
rs58542926-T	6E-34	-	0.0746244	-	"0.109697 unit decrease"	[0.092-0.127]	TM6SF2	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:19268740	36764567	"Davyson E"
rs111278137-A	1E-11	-	0.0214643	-	"0.115136 unit decrease"	[0.082-0.148]	CEACAM16-AS1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:44711810	36764567	"Davyson E"
rs62117160-A	1E-200	-	0.0456022	-	"0.34301 unit decrease"	[0.32-0.37]	BCL3,CEACAM16-AS1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:44728895	36764567	"Davyson E"
rs147711004-A	3E-29	-	0.036261	-	"0.145762 unit increase"	[0.12-0.17]	BCAM,NECTIN2	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:44834661	36764567	"Davyson E"
rs7254892-A	1E-200	-	0.0314506	-	"0.444508 unit decrease"	[0.42-0.47]	NECTIN2	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:44886339	36764567	"Davyson E"
rs118170342-C	4E-30	-	0.0409463	-	"0.1389 unit increase"	[0.12-0.16]	TOMM40	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	19:44898611	36764567	"Davyson E"
rs1883711-C	5E-15	-	0.0312824	-	"0.109238 unit increase"	[0.082-0.137]	LINC01370,MAFB	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	20:40551182	36764567	"Davyson E"
rs4810479-C	2E-12	-	0.24895	-	"0.0386244 unit increase"	[0.028-0.049]	PCIF1,PLTP	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	20:45916409	36764567	"Davyson E"
rs11591147-T	9E-63	-	0.0173273	-	"0.303386 unit decrease"	[0.27-0.34]	PCSK9	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	1:55039974	36764567	"Davyson E"
rs472495-G	3E-11	-	0.350283	-	"0.0330927 unit decrease"	[0.023-0.043]	PCSK9	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	1:55055640	36764567	"Davyson E"
rs11206517-G	2E-11	-	0.0329311	-	"0.0892041 unit increase"	[0.063-0.115]	PCSK9	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	1:55060755	36764567	"Davyson E"
rs12740374-T	3E-98	-	0.22076	-	"0.119963 unit decrease"	[0.11-0.13]	CELSR2	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	1:109274968	36764567	"Davyson E"
rs514230-A	2E-11	-	0.482395	-	"0.0320228 unit decrease"	[0.023-0.041]	LINC00184,LINC01132	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	1:234722850	36764567	"Davyson E"
rs693-G	1E-69	-	0.478348	-	"0.0838644 unit decrease"	[0.075-0.093]	APOB	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	2:21009323	36764567	"Davyson E"
rs4665972-T	3E-21	-	0.395658	-	"0.0462887 unit increase"	[0.037-0.056]	SNX17	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	2:27375230	36764567	"Davyson E"
rs4299376-G	2E-20	-	0.323605	-	"0.0470762 unit increase"	[0.037-0.057]	ABCG8	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	2:43845437	36764567	"Davyson E"
rs12916-C	4E-31	-	0.400542	-	"0.0561745 unit increase"	[0.047-0.066]	CERT1,HMGCR	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	5:75360714	36764567	"Davyson E"
rs6882345-G	3E-18	-	0.366164	-	"0.042832 unit decrease"	[0.033-0.052]	TIMD4,HAVCR1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	5:156970662	36764567	"Davyson E"
rs115740542-C	4E-12	-	0.0733021	-	"0.06459 unit decrease"	[0.046-0.083]	H2BC4	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	6:26123274	36764567	"Davyson E"
rs11755689-G	4E-15	-	0.337381	-	"0.041603 unit increase"	[0.031-0.052]	HLA-DQA1,HLA-DRB1	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	6:32618599	36764567	"Davyson E"
rs8191852-G	1E-11	-	0.370827	-	"0.0333862 unit decrease"	[0.024-0.043]	IGF2R	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	6:160063289	36764567	"Davyson E"
rs6938647-A	1E-9	-	0.219242	-	"0.0353692 unit increase"	[0.024-0.047]	LPA	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	6:160565883	36764567	"Davyson E"
rs1461729-A	6E-11	-	0.100032	-	"0.0554286 unit decrease"	[0.039-0.072]	PPP1R3B-DT	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	8:9329732	36764567	"Davyson E"
rs112875651-A	2E-38	-	0.392278	-	"0.0639019 unit decrease"	[0.054-0.074]	TRIB1AL	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	8:125494452	36764567	"Davyson E"
rs115478735-T	3E-21	-	0.184202	-	"0.0582009 unit increase"	[0.046-0.07]	ABO	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	9:133274295	36764567	"Davyson E"
rs174541-C	1E-12	-	0.356744	-	"0.0351972 unit decrease"	[0.026-0.045]	FADS2	"Cholesterol in small LDL (UKB data field 23547)"	"cholesterol in small LDL measurement "	-	GCST90269644	11:61798436	36764567	"Davyson E"
rs3794695-T	7E-16	-	0.189061	-	"0.0489014 unit increase"	[0.037-0.061]	HPR	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	16:72063928	36764567	"Davyson E"
rs55714927-T	7E-14	-	0.19047	-	"0.0451896 unit decrease"	[0.033-0.057]	ASGR1	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	17:7176997	36764567	"Davyson E"
rs9894905-T	3E-11	-	0.489019	-	"0.0316169 unit increase"	[0.022-0.041]	EFCAB13,EFCAB13-DT	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	17:47408616	36764567	"Davyson E"
rs77542162-G	2E-10	-	0.0225237	-	"0.102381 unit increase"	[0.071-0.134]	ABCA6	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	17:69085137	36764567	"Davyson E"
rs12151108-A	2E-82	-	0.118827	-	"0.140646 unit decrease"	[0.13-0.15]	SMARCA4,LDLR	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	19:11086585	36764567	"Davyson E"
rs58542926-T	1E-33	-	0.0746244	-	"0.109156 unit decrease"	[0.091-0.127]	TM6SF2	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	19:19268740	36764567	"Davyson E"
rs28550459-A	3E-12	-	0.0350768	-	"0.0969844 unit decrease"	[0.07-0.124]	CEACAM22P,CEACAM20	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	19:44533796	36764567	"Davyson E"
rs118147862-A	1E-200	-	0.045747	-	"0.399773 unit decrease"	[0.38-0.42]	BCAM	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	19:44816374	36764567	"Davyson E"
rs41289512-G	1E-22	-	0.0425285	-	"0.114708 unit increase"	[0.092-0.138]	NECTIN2	"Cholesterol in medium LDL (UKB data field 23540)"	"cholesterol in medium LDL measurement "	-	GCST90269637	19:44848259	36764567	"Davyson E"
